ExternalReference,climatezone,dac,age,gender,income,education,race,ideology,born_us,employment,home_type,household_numpeople,home_own,home_area,home_age,charging_work,rangeanxiety,vehicle_next_used,vehicle_num,primary_heating_type,primary_cooling_type,hotwater_energy,hotwater_nextelec,heatpump_direct,therm_summer,therm_winter,ac_unit_number,kitchen_range_type,induction_direct,heating_cost_burden,elec_savemoney,elec_health,elec_safety,upfrontpayback,lowincome_sup,outage_impact,outage_generatorown,outage_generatorplan,elec_avail,hvac_avail,ccinsure_lost,solstor_wtp_dv,ev_wtp_pc,heatpump_wtp_pc,induction_dv,PV,PS,EV,HP,IC,yale_worried,cclive,ccpastmove,ccfuturemove,homevac,ccmove_where,charging_access,charging_5mile_r,charging_5mile_f,previous_heating_type,electrification,peer_EV,peer_IC,peer_HP,peer_PV,cost_combo_winter_final,cost_combo_summer_final,vehicle_comb_miles,ccinsure_both,pid_composite,future_EV_0,future_EV_low,future_EV_high,future_PV,future_PS_0,future_PS_low,future_PS_high,future_HP_0,future_HP_low,future_HP_high,future_IC_0,future_IC_low,future_IC_high,wt_ca,tractid
DEGQN,6,1,70,Male,162500,college,Hispanic,4,1,1,SF,2,1,1750,Older,0,450,1,3,Gas,None,Gas,0,0,7,3,NA,Gas,0,4,1,3,1,0,0,2,0,1,4,4,0,NA,20000,20000,NA,0,0,0,0,0,1,1,1,1,1,0,none,0,0,Gas,Full_fossil,peer,peer,none,peer,150,75,32500,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339501383572176,06111004715
HSQQQ,10,1,50,Female,25000,college,White,3,1,0,SF,1,1,1250,Older,0,NA,0,NA,Gas,Central,Gas,0,0,6,6,NA,Gas,1,2,1,4,3,1,1,3,0,3,3,3,1,NA,NA,15000,NA,0,0,0,0,0,3,4,2,4,1,1,potential,1,0,Gas,Half_elec,peer,neighbor,none,neighbor,150,350,NA,1,6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.4191022326104,06065043308
RXJTC,16,0,70,Female,95000,graduate,White,6,1,0,SF,1,1,1750,BrandNew,0,250,1,2,Other,Other,Other,1,1,1,1,NA,Other,1,4,4,3,2,1,0,2,0,3,2,3,0,NA,6000,8000,NA,1,0,0,0,0,4,2,1,3,3,0,potential,0,0,Other,Half_elec,neighbor,peer,peer,neighbor,NA,NA,12500,1,1,0,1,1,1,NA,NA,NA,0,0,1,NA,NA,NA,0.314125362138441,06051000101
CGBZR,12,0,40,Female,225000,graduate,Asian,4,1,0,SF,4,1,4750,Newer,0,250,1,2,Gas,Central,Not know,1,1,5,5,NA,Gas,0,4,5,3,2,1,0,2,0,1,4,4,0,20000,0,NA,NA,1,1,0,0,0,4,3,1,3,1,0,potential,0,0,Gas,Half_elec,neighbor,none,peer,neighbor,450,NA,15000,1,5,1,1,1,1,1,1,1,NA,NA,NA,0,0,0,0.923354803768428,06013343001
FUNDM,15,0,80,Female,65000,graduate,White,6,1,0,SF,1,1,1250,BrandNew,0,350,1,1,Gas,Central,Gas,0,0,5,4,NA,Gas,0,2,2,3,3,0,0,2,0,2,3,3,0,10000,6000,NA,NA,0,0,0,0,0,4,2,1,2,2,1,potential,0,0,Gas,No_prefer,peer,none,peer,none,325,250,11250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12819935331621,06065043812
WKROR,6,0,60,Female,187500,college,White,4,1,0,SF,2,1,1750,Older,0,350,1,1,Elec,Central,Elec,1,1,5,5,NA,Gas,0,4,2,3,2,1,0,1,1,1,2,4,0,NA,6000,4000,NA,0,0,0,1,0,3,1,1,1,1,1,none,0,0,Not know,Half_elec,peer,peer,peer,peer,400,350,8750,1,3,0,0,0,1,NA,NA,NA,1,1,1,0,0,0,0.49824316264302,06037575001
JBHVL,10,1,70,Female,95000,less than HS,White,2,0,0,SF,6,1,1750,Older,0,150,1,2,Gas,Central,Gas,0,0,5,5,NA,Gas,1,2,1,4,3,1,1,2,0,4,4,4,1,3000,8000,NA,NA,0,0,0,0,0,2,4,2,4,3,0,potential,0,0,Gas,Full_elec,peer,none,none,neighbor,150,250,17500,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.570769398703328,06065040303
VCCVB,9,0,40,Female,137500,some college,White,2,1,0,SF,5,0,1250,Older,0,250,0,3,Not know,None,Gas,NA,NA,7,4,NA,Gas,NA,4,1,3,2,1,0,1,0,1,3,3,0,NA,20000,NA,NA,0,0,0,0,0,2,2,1,2,1,1,none,0,0,Not know,No_prefer,none,none,none,peer,NA,450,43750,1,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.40568455382837,06037503701
ICVUI,9,0,50,Male,55000,college,Non-hispanic other,4,1,1,SF,5,1,1250,Older,0,350,1,2,Elec,Room,Other,1,1,5,3,1,Gas,0,2,4,3,2,1,1,2,0,2,3,3,0,7500,8000,NA,NA,0,0,0,0,0,2,3,1,3,2,1,none,0,0,Elec,Half_elec,none,none,none,none,800,750,15000,1,4,0,1,1,0,0,0,1,NA,NA,NA,0,0,0,0.414460481298232,06037460900
EBRCR,10,0,60,Male,112500,some college,White,1,1,1,SF,2,1,2750,BrandNew,0,250,1,2,Gas,Central,Gas,0,1,5,5,NA,Gas,0,3,4,1,2,0,1,1,0,2,3,3,0,35000,20000,NA,NA,0,0,0,0,0,1,1,1,1,1,1,potential,1,1,Gas,Half_elec,none,none,none,none,NA,NA,20000,1,7,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1.25543678752346,06065042733
DWSJC,9,0,70,Male,225000,graduate,White,2,1,0,SF,3,1,1750,Older,0,450,1,2,Gas,Central,Gas,0,0,7,4,NA,Gas,0,5,3,3,2,0,0,3,0,1,4,4,0,15000,20000,NA,NA,1,1,0,0,0,1,1,1,1,2,1,none,1,1,Gas,Half_elec,neighbor,peer,none,neighbor,87.5,75,15000,1,7,0,0,0,1,1,1,1,0,0,0,0,0,0,0.36311704107522,06037800324
UVVYX,15,1,60,Male,55000,some college,Hispanic,2,0,0,SF,3,1,1250,BrandNew,0,450,0,2,Gas,Central,Gas,0,1,7,4,NA,Gas,0,5,1,3,1,0,0,2,0,3,3,4,0,NA,15000,10000,1000,0,0,0,0,0,3,2,2,1,1,1,none,1,1,Gas,Full_fossil,none,peer,none,none,225,250,15000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33640660621203,06065045213
MYUXS,13,1,80,Female,15000,some college,White,4,1,0,SF,1,1,1750,Older,0,450,1,2,Gas,Central,Gas,0,0,7,1,NA,Gas,0,5,1,3,1,0,1,2,1,1,4,4,0,NA,20000,20000,1200,0,0,0,0,0,1,1,1,1,1,1,none,0,0,Gas,Full_fossil,none,none,none,none,75,150,10000,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44334586736982,06029001901
DDRDP,12,0,50,Male,15000,college,White,6,1,0,SF,2,1,1250,BrandNew,0,350,0,2,Gas,Central,Gas,0,1,5,4,NA,Gas,1,4,1,4,2,1,0,1,0,1,4,4,0,35000,12500,NA,NA,0,0,0,0,0,4,4,3,4,1,1,potential,0,0,Gas,Full_elec,peer,peer,peer,none,162.5,150,2500,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.656397481055839,06067001300
DFXJJ,9,0,70,Male,85000,college,Asian,3,0,0,SF,2,0,1250,Older,0,450,0,1,Gas,Room,Gas,NA,NA,4,4,1,Gas,NA,4,1,5,3,0,0,2,0,1,4,4,0,NA,20000,NA,NA,0,0,0,0,0,1,2,1,1,2,0,none,1,1,Gas,Half_elec,neighbor,neighbor,none,neighbor,325,250,8750,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.894504654940001,06037462700
CIPUL,7,1,60,Male,137500,college,Black,3,1,1,SF,2,0,1750,Older,1,450,0,1,Gas,Room,Gas,NA,NA,3,5,2,Gas,NA,3,1,3,1,1,0,2,0,1,3,3,0,NA,10000,NA,NA,0,0,0,0,0,4,4,1,4,2,1,none,0,0,Gas,Full_fossil,none,peer,peer,peer,450,250,16250,1,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.671370285884407,06073002710
ICVTN,9,0,60,Male,85000,some college,White,3,1,0,SF,2,1,1250,BrandNew,0,450,1,2,Gas,Central,Gas,0,0,5,3,NA,Gas,0,4,2,3,2,0,0,2,0,3,4,4,0,NA,20000,20000,NA,0,0,0,0,0,2,1,1,1,1,1,potential,0,0,Gas,Full_fossil,none,none,peer,none,225,250,15000,1,7,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,2.57507409095509,06111006500
AHKYZ,9,0,50,Male,162500,graduate,Asian,4,1,1,SF,1,1,1750,Older,0,350,0,1,Gas,Central,Gas,1,1,7,3,NA,Gas,1,4,4,3,3,0,0,3,0,2,4,4,0,20000,15000,NA,NA,1,0,0,0,0,4,4,1,3,1,1,none,0,0,Gas,Full_elec,peer,neighbor,none,peer,87.5,12.5,16250,1,3,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.8203134324832,06111006900
RJPND,10,1,70,Female,45000,some college,White,4,1,1,Others,3,1,1250,Older,0,NA,1,2,Gas,Central,Gas,0,0,6,5,NA,Gas,0,2,1,1,1,0,1,4,0,4,3,4,0,30000,20000,NA,1200,0,0,0,0,0,1,1,1,1,1,0,none,0,0,Gas,Full_fossil,peer,none,none,neighbor,225,250,10000,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1.49274548416628,06065042723
CWBQP,6,0,70,Female,45000,graduate,Asian,4,0,0,MF,2,1,1750,BrandNew,0,150,1,2,Elec,Room,Gas,1,1,7,1,NA,Gas,1,3,1,3,3,1,0,3,0,2,3,3,0,NA,15000,15000,NA,0,0,0,0,0,3,3,2,3,2,1,potential,0,0,Elec,Full_elec,neighbor,none,none,none,112.5,75,5000,1,4,0,0,0,1,NA,NA,NA,0,0,0,NA,NA,NA,1.6623219169238,06037267404
JQNYW,8,1,80,Female,45000,some college,White,2,1,0,SF,3,1,1750,Older,0,150,1,3,Gas,Central,Elec,1,0,5,5,NA,Gas,0,5,5,3,2,1,0,2,0,2,4,4,0,NA,2000,2000,NA,1,0,0,0,0,2,4,1,1,1,0,none,1,1,Gas,Half_elec,neighbor,none,none,none,162.5,12.5,7500,1,6,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.854114126988246,06037603400
CRLLU,9,0,40,Other,225000,graduate,White,7,1,1,SF,4,1,2750,Older,0,150,1,1,Gas,Central,Gas,1,1,5,3,NA,Elec,1,5,4,5,3,0,0,3,0,2,4,4,1,0,0,NA,NA,0,0,1,0,0,4,2,1,1,3,0,own,1,1,Gas,Full_elec,peer,none,none,neighbor,150,75,11250,0,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0.426651525340289,06037463400
LAPGT,9,0,70,Female,112500,graduate,White,6,1,0,MF,2,1,1250,Older,0,250,0,2,Gas,Central,Gas,0,0,4,5,NA,Gas,0,4,1,3,2,1,0,2,0,1,4,3,0,NA,12500,12500,1000,0,0,0,0,0,4,3,1,1,1,0,own,1,0,Gas,Full_fossil,peer,none,peer,peer,NA,NA,7500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725885014273594,06037267902
MQYDC,9,0,60,Male,137500,college,White,2,1,1,SF,3,0,2750,BrandNew,0,450,0,3,Gas,Central,Gas,NA,NA,5,5,NA,Gas,NA,3,1,3,2,0,1,2,0,2,4,4,0,NA,15000,NA,NA,0,0,0,0,0,1,1,1,1,2,0,none,1,0,Gas,Full_fossil,neighbor,none,none,neighbor,400,350,17500,0,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.697602288518698,06111007510
ACPGL,9,0,70,Female,45000,some college,White,3,1,0,SF,2,1,2250,Older,0,250,1,4,Gas,Central,Gas,0,0,7,3,NA,Gas,0,5,1,3,1,1,0,2,0,1,4,4,0,35000,20000,NA,1200,0,0,0,0,0,3,1,1,1,1,0,none,1,0,Gas,Full_fossil,none,none,none,none,150,75,2500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602280599500815,06111008001
BMNYA,9,0,60,Female,225000,graduate,White,7,1,1,SF,2,1,1250,Older,1,350,1,1,Gas,Central,Gas,0,0,3,3,NA,Gas,0,4,5,3,2,0,0,1,1,1,4,4,0,NA,4000,2000,NA,0,0,0,0,0,3,1,2,1,1,0,none,1,1,Gas,Full_fossil,neighbor,none,none,none,225,250,16250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401417463124378,06037401602
KRJNE,7,0,40,Female,85000,college,White,2,0,1,SF,4,1,1250,Newer,0,NA,0,3,Gas,Central,Gas,1,0,4,4,NA,Elec,0,3,5,4,3,1,1,1,0,2,2,3,0,NA,4000,2000,NA,1,1,0,0,0,2,3,1,1,1,0,potential,0,0,Gas,Full_elec,peer,none,none,peer,150,75,2500,1,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0.532804076808103,06073003213
BDPNI,8,0,40,Female,225000,graduate,White,7,0,1,SF,4,1,750,Older,1,NA,NA,NA,Elec,Room,Gas,1,0,7,1,1,Gas,1,5,3,3,3,0,0,1,0,1,1,NA,0,NA,NA,0,NA,0,0,0,1,0,4,1,1,3,1,1,own,0,0,Not know,No_prefer,none,none,none,none,NA,37.5,NA,1,2,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,0.368293254051247,06037702501
OMVPZ,3,1,40,Other,65000,college,White,7,1,0,SF,1,1,2750,Older,0,250,0,1,Gas,Room,Gas,0,1,6,5,2,Gas,0,3,4,3,2,1,0,3,0,3,4,4,0,NA,4000,2000,NA,0,0,0,0,0,4,4,1,2,1,1,potential,1,0,Gas,Half_elec,neighbor,peer,none,neighbor,450,250,13750,1,3,0,0,0,1,NA,NA,NA,0,1,1,0,0,0,0.17467257252533,06095251000
VGCGK,8,1,40,Female,75000,graduate,Hispanic,7,0,1,SF,4,1,750,Older,1,350,0,2,Elec,None,Gas,0,1,7,1,NA,Gas,1,4,2,3,3,0,0,1,0,2,3,3,0,NA,10000,6000,800,0,0,0,0,0,4,3,1,3,1,0,none,1,1,Elec,Half_elec,peer,none,none,peer,150,150,20000,1,3,0,0,0,1,NA,NA,NA,0,0,1,0,0,1,2.10246033260947,06037600912
PVCJM,10,0,60,Female,25000,some college,White,6,1,0,SF,2,1,1250,Older,0,450,0,1,Gas,Central,Elec,0,0,6,1,NA,Gas,1,1,1,2,2,0,0,2,0,2,3,3,0,NA,8000,8000,600,0,0,0,0,0,4,4,1,1,1,1,none,0,0,Gas,Full_fossil,none,peer,peer,none,150,350,1250,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1.07202756271325,06073015405
NLTLY,9,0,80,Male,162500,college,White,4,1,0,SF,2,1,1750,Older,0,150,1,3,Gas,Central,Gas,0,0,7,7,NA,Gas,1,3,2,3,3,1,0,3,0,3,4,4,0,NA,8000,8000,NA,0,0,0,0,0,4,4,1,4,1,1,potential,1,1,Gas,Full_elec,neighbor,peer,peer,neighbor,325,250,7500,1,3,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0.401765887973714,06037401802
FMBTA,9,0,50,Male,225000,graduate,Asian,4,0,1,SF,4,1,1750,Older,0,350,1,2,Gas,Central,Gas,0,0,7,3,NA,Gas,0,5,2,3,2,0,0,2,0,2,4,4,1,NA,0,10000,NA,1,0,1,0,0,2,1,1,1,1,1,own,1,1,Gas,Full_fossil,neighbor,none,none,neighbor,87.5,12.5,20000,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0.8203134324832,06111008202
OXAZE,7,0,40,Male,225000,graduate,White,5,1,1,SF,4,1,1750,Older,1,250,1,3,Gas,Central,Elec,0,0,3,3,NA,Gas,0,3,2,3,2,0,0,2,0,1,3,3,0,NA,2000,2000,NA,1,0,0,0,0,4,2,1,2,1,1,own,1,1,Gas,Half_elec,neighbor,neighbor,none,neighbor,NA,NA,20000,1,2,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.610164366560206,06073008502
RHMNG,7,0,70,Female,65000,college,White,4,1,0,SF,1,1,750,Older,0,250,0,1,Gas,Room,Gas,0,0,7,3,2,Gas,0,4,2,3,2,1,0,2,0,2,4,4,0,NA,10000,4000,NA,0,0,0,0,0,4,1,1,1,2,0,potential,0,0,Gas,No_prefer,peer,none,none,peer,150,150,3750,1,4,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.395441211885638,06073001000
NYOTP,7,0,80,Female,225000,college,White,2,1,0,SF,2,1,2750,Older,0,NA,1,2,Gas,None,Gas,0,0,7,4,NA,Gas,0,5,1,3,2,0,0,1,0,2,3,3,0,NA,20000,0,NA,1,0,0,0,0,1,1,1,1,1,0,potential,1,0,Gas,Full_fossil,peer,none,none,peer,NA,NA,5000,1,7,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.439675626976662,06073021800
CHUTC,10,0,80,Male,112500,some college,White,4,1,0,SF,3,1,1750,BrandNew,0,350,0,2,Gas,Central,Gas,0,0,5,4,NA,Gas,0,2,3,3,3,0,0,1,0,1,3,3,0,10000,10000,NA,NA,1,0,0,0,0,2,1,1,1,3,0,potential,0,1,Gas,Half_elec,neighbor,none,none,peer,NA,NA,25000,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1.07326792928809,06073017044
NHHZK,11,0,70,Female,95000,graduate,White,6,1,0,SF,1,1,1250,BrandNew,0,350,0,1,Gas,Central,Gas,0,0,6,4,NA,Gas,0,3,1,3,2,0,0,2,0,4,4,4,0,15000,20000,NA,NA,0,0,0,0,0,4,2,1,2,1,0,potential,1,1,Gas,Full_fossil,peer,none,peer,peer,350,550,8750,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.408516312838635,06061021324
SSGQE,12,1,30,Female,112500,some college,Asian,4,1,1,SF,6,0,1250,BrandNew,0,350,1,2,Gas,Central,Gas,NA,NA,7,2,NA,Gas,NA,3,3,3,2,0,1,2,0,2,2,3,0,NA,10000,NA,NA,1,1,0,0,0,3,3,1,2,1,0,none,0,0,Gas,Half_elec,none,none,none,neighbor,187.5,250,5000,1,1,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,1.8661034215743,06067009201
EJBMP,7,0,70,Male,137500,college,White,2,1,0,SF,3,1,2250,BrandNew,0,450,0,4,Other,Central,Other,0,0,4,2,NA,Other,0,4,1,3,2,0,0,2,0,3,3,3,0,20000,15000,NA,NA,1,0,0,0,0,2,2,1,1,2,1,potential,1,1,Other,Full_fossil,peer,none,none,neighbor,NA,NA,7500,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0.445786384673568,06073019903
ZWRBA,10,0,70,Male,225000,graduate,White,3,1,0,SF,2,1,3250,BrandNew,0,350,1,2,Gas,Central,Gas,0,1,7,3,NA,Gas,1,5,4,4,3,1,0,3,0,1,4,4,0,15000,4000,NA,NA,0,0,0,0,0,3,2,1,1,2,1,potential,0,0,Gas,Full_elec,neighbor,none,none,neighbor,150,75,15000,1,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.460996733757231,06065041912
PJOHA,13,0,21,Female,35000,HS,White,1,1,0,SF,3,1,1750,Older,0,150,0,3,Other,Not know,Not know,0,0,7,1,NA,Not know,0,5,3,3,2,1,0,2,0,2,4,3,0,NA,15000,20000,NA,1,1,0,0,0,1,1,1,1,1,0,none,0,0,Other,No_prefer,none,none,none,none,NA,NA,10000,1,7,0,0,0,1,1,1,1,0,0,0,0,0,0,1.04117911319343,06107000102
XQNJG,7,0,90,Male,187500,college,White,5,1,0,SF,2,1,2250,Older,0,150,0,2,Gas,None,Gas,1,1,7,1,NA,Gas,1,5,2,3,3,1,0,1,0,1,4,4,0,20000,2000,NA,0,0,0,0,0,0,4,2,1,1,1,1,potential,1,1,Gas,Full_elec,none,none,none,none,150,150,28750,1,4,0,1,1,0,0,0,0,NA,NA,NA,1,1,1,0.898668850872778,06073013401
BMVZI,10,0,70,Male,65000,graduate,Hispanic,4,1,0,SF,2,1,1250,Older,0,350,0,3,Elec,Other,Gas,1,1,7,2,NA,Gas,0,5,2,3,2,1,0,1,0,2,4,4,1,NA,6000,2000,300,1,0,0,0,0,3,2,1,1,1,0,potential,0,0,Elec,Full_fossil,peer,neighbor,peer,neighbor,150,75,12500,1,4,0,0,0,1,NA,NA,NA,0,1,1,0,0,0,0.671471350717526,06071008004
TQAKI,13,0,40,Female,55000,HS,Hispanic,5,1,0,SF,10,1,3250,Older,0,350,1,2,Elec,Central,Elec,0,0,4,7,NA,Gas,0,3,2,4,3,0,1,1,0,2,3,3,0,NA,4000,2000,NA,0,0,0,0,0,3,3,1,3,1,0,none,1,0,Elec,Half_elec,neighbor,none,peer,neighbor,NA,NA,22500,0,1,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,1.2391385279258,06029002807
WZEUY,6,0,80,Male,225000,some college,White,4,1,0,SF,2,1,1750,BrandNew,0,NA,1,2,Gas,Room,Gas,0,0,5,5,3,Gas,0,3,1,3,2,1,0,2,1,2,2,2,0,NA,20000,20000,NA,0,0,0,0,0,2,2,1,1,1,0,none,0,0,Gas,Full_fossil,neighbor,none,none,none,225,250,2500,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93078006298512,06037621104
PPPFC,7,0,70,Male,162500,graduate,Non-hispanic other,4,1,0,SF,2,1,2250,BrandNew,0,250,0,2,Gas,Central,Gas,0,0,6,4,NA,Gas,0,4,1,3,2,0,0,1,0,1,3,3,1,10000,12500,NA,NA,1,0,0,0,0,3,2,1,1,2,0,potential,1,1,Gas,Full_fossil,neighbor,peer,none,neighbor,NA,NA,17500,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0.374052753849508,06073020035
XJPGV,15,0,70,Male,35000,college,White,5,1,0,Others,1,1,1250,BrandNew,0,150,0,1,Gas,Central,Gas,0,0,7,3,NA,Not know,0,3,1,3,2,0,0,1,0,1,4,4,0,NA,20000,20000,NA,0,0,0,0,0,2,2,1,1,1,0,none,1,1,Gas,No_prefer,none,none,none,none,225,450,3750,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14832437354284,06065044928
JFWHK,15,0,80,Female,187500,graduate,White,7,1,0,SF,1,1,1250,Older,0,250,1,1,Gas,Central,Gas,1,1,6,5,NA,Elec,1,4,5,4,3,1,0,2,0,2,4,4,0,7500,6000,NA,NA,1,0,0,0,1,4,3,1,1,1,0,potential,1,1,Gas,Full_elec,peer,neighbor,neighbor,neighbor,87.5,12.5,8750,1,1,0,0,0,1,0,0,1,NA,NA,NA,1,1,1,0.454582559264928,06065045119
EIARC,10,0,70,Male,112500,college,White,4,1,0,SF,4,1,1750,BrandNew,0,350,0,4,Gas,Central,Gas,1,1,6,4,NA,Gas,1,4,2,3,2,1,0,2,0,1,4,4,0,10000,4000,NA,NA,1,0,0,0,0,3,2,1,3,1,1,potential,1,0,Gas,No_prefer,none,none,neighbor,neighbor,87.5,37.5,41250,1,1,0,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,0.460996733757231,06065042708
RKXTW,9,0,60,Male,112500,some college,Hispanic,2,0,0,SF,2,1,1750,Older,0,450,1,2,Gas,Central,Gas,0,0,7,4,NA,Gas,0,5,3,3,1,0,0,2,0,2,4,4,0,30000,15000,NA,1000,0,0,0,0,0,2,2,1,1,1,0,none,0,0,Gas,Full_fossil,neighbor,none,none,neighbor,300,150,22500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42385385787184,06037503501
ENXTN,10,0,80,Male,55000,graduate,White,5,1,0,SF,2,1,2250,Newer,0,350,1,2,Gas,Central,Gas,0,0,7,5,NA,Gas,0,3,2,3,3,1,1,2,0,3,2,3,0,NA,8000,6000,NA,1,0,0,0,0,2,3,2,1,1,1,potential,0,1,Gas,Half_elec,neighbor,none,none,neighbor,225,37.5,5000,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.516559044618828,06065043809
XCASQ,9,0,40,Female,112500,graduate,White,3,1,1,SF,2,0,1750,Older,1,150,0,2,Gas,Room,Gas,NA,NA,7,1,3,Gas,NA,3,1,3,2,0,0,3,0,3,3,2,0,NA,2000,NA,NA,0,0,0,0,0,2,1,1,1,2,0,potential,0,0,Gas,Half_elec,neighbor,peer,peer,neighbor,225,150,25000,1,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.650800162647452,06111000800
KKSNT,10,0,70,Male,85000,some college,White,6,1,0,SF,3,1,1750,BrandNew,1,150,1,2,Gas,Central,Elec,1,1,3,3,NA,Gas,1,3,4,4,3,1,0,3,1,1,4,4,0,10000,8000,NA,NA,1,0,1,0,0,4,3,1,3,3,1,own,0,0,Gas,Full_elec,peer,peer,none,peer,225,150,17500,1,1,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,0.935680906030947,06065043256
ZITBE,10,0,90,Female,NA,some college,Black,4,1,0,SF,3,1,750,BrandNew,0,NA,1,1,Not know,Room,Gas,0,0,4,4,1,Gas,0,2,1,3,2,0,0,3,0,1,3,2,0,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,0,none,0,0,Not know,Half_elec,none,none,none,none,NA,NA,1250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04665488720616,06065042621
PDYJZ,6,0,70,Male,225000,graduate,White,5,0,1,SF,3,1,4750,BrandNew,1,150,1,4,Gas,Central,Gas,0,1,4,4,NA,Gas,0,4,2,3,2,1,0,1,0,2,4,4,0,10000,6000,NA,200,0,0,0,0,0,2,1,1,1,1,0,none,1,1,Gas,No_prefer,peer,none,none,none,800,450,7500,1,4,0,0,0,1,0,0,1,NA,NA,NA,0,0,0,0.445786384673568,06037651001
KYLLG,10,1,60,Male,55000,some college,Hispanic,5,1,0,SF,4,1,1250,BrandNew,0,NA,1,2,Gas,Other,Gas,0,1,6,4,NA,Gas,0,3,3,3,2,0,0,3,0,2,3,3,0,NA,20000,20000,1200,1,0,0,0,0,4,4,1,1,1,0,none,0,0,Gas,Half_elec,peer,none,none,peer,150,250,20000,1,4,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,1.33640660621203,06065042730
VZHGW,14,0,40,Male,45000,some college,White,5,1,0,SF,4,0,750,Older,0,450,0,2,Elec,Room,Elec,NA,NA,5,1,NA,Elec,NA,1,3,3,3,0,1,3,0,2,2,2,0,NA,15000,NA,NA,0,0,0,0,0,2,1,1,1,1,1,none,1,1,Elec,Full_elec,peer,peer,none,peer,NA,NA,7500,1,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.55553984409201,06071010426
ACTKX,6,1,50,Female,162500,some college,Hispanic,4,1,0,SF,3,1,2250,Older,0,450,0,4,Gas,Central,Gas,0,0,3,3,NA,Gas,0,4,1,3,2,0,0,1,0,2,4,4,0,35000,20000,NA,1200,0,0,0,0,0,3,2,1,1,1,1,none,0,0,Gas,Half_elec,peer,peer,peer,peer,150,150,2500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804072665601729,06037543306
WJWZA,15,1,60,Male,187500,college,White,4,1,1,SF,2,1,2250,BrandNew,0,250,1,1,Elec,Central,Elec,NA,1,7,5,NA,Gas,1,2,2,3,3,0,0,2,0,2,3,3,0,5000,0,NA,NA,1,0,1,1,0,3,3,1,2,1,1,own,1,1,Elec,Half_elec,neighbor,none,peer,neighbor,NA,NA,8750,1,3,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,0.431594635853897,06065941400
PDKRA,6,0,80,Male,112500,college,White,4,1,0,SF,3,1,1250,BrandNew,0,250,0,2,Gas,None,Gas,0,0,7,1,NA,Gas,0,5,1,4,3,0,0,2,0,2,1,3,0,5000,NA,NA,NA,0,0,0,0,0,3,3,1,1,1,0,potential,0,0,Gas,Half_elec,peer,none,none,peer,150,75,12500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498720370046562,06111005304
