zip_code,utility,acronym,type,climate_zone,city,county,utility_baseline_territory,summer_baseline_allowance,winter_baseline_allowance,puma,percentpuma,,,,,,,,,,,,,,,
94519,Pacific Gas & Electric Company,PGE,IOU,12,Concord,Contra Costa County,X,9.8,9.7,1314,0.545206551,,,,,,,,,,,,,,,
94520,Pacific Gas & Electric Company,PGE,IOU,12,Concord,Contra Costa County,X,9.8,9.7,1314,0.665072859,,,,,,,,,,,,,,,
94521,Pacific Gas & Electric Company,PGE,IOU,12,Concord,Contra Costa County,X,9.8,9.7,1314,0.517833342,,,,,,,,,,,,,,,
94523,Pacific Gas & Electric Company,PGE,IOU,12,Pleasant Hill,Contra Costa County,X,9.8,9.7,1311,0.885836534,,,,,,,,,,,,,,,
94525,Pacific Gas & Electric Company,PGE,IOU,12,Crockett,Contra Costa County,X,9.8,9.7,1310,1,,,,,,,,,,,,,,,
94526,Pacific Gas & Electric Company,PGE,IOU,12,Danville,Contra Costa County,X,9.8,9.7,1305,0.836870754,,,,,,,,,,,,,,,
94528,Pacific Gas & Electric Company,PGE,IOU,12,Diablo,Contra Costa County,X,9.8,9.7,1313,0.999294007,,,,,,,,,,,,,,,
94530,Pacific Gas & Electric Company,PGE,IOU,3,El Cerrito,Contra Costa County,X,9.8,9.7,1310,0.926944234,,,,,,,,,,,,,,,
94531,Pacific Gas & Electric Company,PGE,IOU,12,Antioch,Contra Costa County,R,17.7,10.4,1308,0.99869217,,,,,,,,,,,,,,,
94533,Pacific Gas & Electric Company,PGE,IOU,12,Fairfield,Solano County,S,15,10.2,9502,0.974825083,,,,,,,,,,,,,,,
94534,Pacific Gas & Electric Company,PGE,IOU,12,Fairfield,Solano County,S,15,10.2,9502,0.985348571,,,,,,,,,,,,,,,
94535,Pacific Gas & Electric Company,PGE,IOU,12,Travis AFB,Solano County,S,15,10.2,9502,0.954788764,,,,,,,,,,,,,,,
94536,Pacific Gas & Electric Company,PGE,IOU,3,Fremont,Alameda County,X,9.8,9.7,118,0.997125784,,,,,,,,,,,,,,,
94538,Pacific Gas & Electric Company,PGE,IOU,3,Fremont,Alameda County,X,6.5,7.5,117,0.672648278,,,,,,,,,,,,,,,
94539,Pacific Gas & Electric Company,PGE,IOU,3,Fremont,Alameda County,X,9.8,9.7,121,0.758264587,,,,,,,,,,,,,,,
94541,Pacific Gas & Electric Company,PGE,IOU,3,Hayward,Alameda County,X,9.8,9.7,116,0.537281601,,,,,,,,,,,,,,,
94542,Pacific Gas & Electric Company,PGE,IOU,3,Hayward,Alameda County,X,9.8,9.7,116,0.999532543,,,,,,,,,,,,,,,
94544,Pacific Gas & Electric Company,PGE,IOU,3,Hayward,Alameda County,X,9.8,9.7,116,0.790521692,,,,,,,,,,,,,,,
94545,Pacific Gas & Electric Company,PGE,IOU,3,Hayward,Alameda County,X,9.8,9.7,122,0.999594133,,,,,,,,,,,,,,,
94546,Pacific Gas & Electric Company,PGE,IOU,3,Castro Valley,Alameda County,X,9.8,9.7,115,0.995818902,,,,,,,,,,,,,,,
94547,Pacific Gas & Electric Company,PGE,IOU,3,Hercules,Contra Costa County,X,9.8,9.7,1310,0.786907405,,,,,,,,,,,,,,,
94548,Pacific Gas & Electric Company,PGE,IOU,12,Knightsen,Contra Costa County,S,15,10.2,1309,1,,,,,,,,,,,,,,,
94549,Pacific Gas & Electric Company,PGE,IOU,12,Lafayette,Contra Costa County,X,9.8,9.7,1312,0.983897516,,,,,,,,,,,,,,,
94550,Pacific Gas & Electric Company,PGE,IOU,12,Livermore,Alameda County,X,9.8,9.7,120,0.471440984,,,,,,,,,,,,,,,
94551,Pacific Gas & Electric Company,PGE,IOU,12,Livermore,Alameda County,X,9.8,9.7,120,0.737784193,,,,,,,,,,,,,,,
94552,Pacific Gas & Electric Company,PGE,IOU,3,Castro Valley,Alameda County,X,9.8,9.7,115,0.555450748,,,,,,,,,,,,,,,
94553,Pacific Gas & Electric Company,PGE,IOU,12,Martinez,Contra Costa County,X,9.8,9.7,1311,0.848698221,,,,,,,,,,,,,,,
94555,Pacific Gas & Electric Company,PGE,IOU,3,Fremont,Alameda County,X,6.5,7.5,117,0.894821227,,,,,,,,,,,,,,,
94556,Pacific Gas & Electric Company,PGE,IOU,12,Moraga,Contra Costa County,X,9.8,9.7,1312,0.968628963,,,,,,,,,,,,,,,
94558,Pacific Gas & Electric Company,PGE,IOU,2,Napa,Napa County,P,13.5,11,5500,0.998139557,,,,,,,,,,,,,,,
94559,Pacific Gas & Electric Company,PGE,IOU,2,Napa,Napa County,P,13.5,11,5500,0.996518321,,,,,,,,,,,,,,,
94560,Pacific Gas & Electric Company,PGE,IOU,3,Newark,Alameda County,X,9.8,9.7,117,0.996343327,,,,,,,,,,,,,,,
94561,Pacific Gas & Electric Company,PGE,IOU,12,Oakley,Contra Costa County,S,15,10.2,1309,0.977317143,,,,,,,,,,,,,,,
94563,Pacific Gas & Electric Company,PGE,IOU,12,Orinda,Contra Costa County,X,9.8,9.7,1312,0.951883587,,,,,,,,,,,,,,,
94564,Pacific Gas & Electric Company,PGE,IOU,3,Pinole,Contra Costa County,X,9.8,9.7,1310,1,,,,,,,,,,,,,,,
94565,Pacific Gas & Electric Company,PGE,IOU,12,Pittsburg,Contra Costa County,S,15,10.2,1314,0.923795236,,,,,,,,,,,,,,,
94566,Pacific Gas & Electric Company,PGE,IOU,12,Pleasanton,Alameda County,X,9.8,9.7,119,0.997118845,,,,,,,,,,,,,,,
94567,Pacific Gas & Electric Company,PGE,IOU,2,Pope Valley,Napa County,P,13.5,11,5500,0.99971169,,,,,,,,,,,,,,,
94568,Pacific Gas & Electric Company,PGE,IOU,12,Dublin,Alameda County,X,9.8,9.7,119,0.735292213,,,,,,,,,,,,,,,
94569,Pacific Gas & Electric Company,PGE,IOU,12,Port Costa,Contra Costa County,X,9.8,9.7,1310,0.976714433,,,,,,,,,,,,,,,
94571,Pacific Gas & Electric Company,PGE,IOU,12,Rio Vista,Solano County,S,15,10.2,9503,0.807339364,,,,,,,,,,,,,,,
94572,Pacific Gas & Electric Company,PGE,IOU,3,Rodeo,Contra Costa County,X,9.8,9.7,1310,0.763091708,,,,,,,,,,,,,,,
94574,Pacific Gas & Electric Company,PGE,IOU,2,Saint Helena,Napa County,P,13.5,11,5500,0.998084124,,,,,,,,,,,,,,,
94576,Pacific Gas & Electric Company,PGE,IOU,2,Deer Park,Napa County,P,13.5,11,5500,1,,,,,,,,,,,,,,,
94577,Pacific Gas & Electric Company,PGE,IOU,3,San Leandro,Alameda County,X,9.8,11,114,0.987387557,,,,,,,,,,,,,,,
94578,Pacific Gas & Electric Company,PGE,IOU,3,San Leandro,Alameda County,X,9.8,9.7,114,0.629503505,,,,,,,,,,,,,,,
94579,Pacific Gas & Electric Company,PGE,IOU,3,San Leandro,Alameda County,X,9.8,9.7,114,0.994496408,,,,,,,,,,,,,,,
94580,Pacific Gas & Electric Company,PGE,IOU,3,San Lorenzo,Alameda County,X,9.8,9.7,122,0.711349028,,,,,,,,,,,,,,,
94582,Pacific Gas & Electric Company,PGE,IOU,12,San Ramon,Contra Costa County,X,9.8,9.7,1305,0.998886655,,,,,,,,,,,,,,,
94583,Pacific Gas & Electric Company,PGE,IOU,12,San Ramon,Contra Costa County,X,9.8,9.7,1305,0.947334872,,,,,,,,,,,,,,,
94585,Pacific Gas & Electric Company,PGE,IOU,12,Suisun City,Solano County,S,15,10.2,9502,0.72742518,,,,,,,,,,,,,,,
94586,Pacific Gas & Electric Company,PGE,IOU,12,Sunol,Alameda County,X,9.8,9.7,119,0.969706977,,,,,,,,,,,,,,,
94587,Pacific Gas & Electric Company,PGE,IOU,3,Union City,Alameda County,X,9.8,9.7,118,0.519865072,,,,,,,,,,,,,,,
94588,Pacific Gas & Electric Company,PGE,IOU,12,Pleasanton,Alameda County,X,9.8,9.7,119,0.528704382,,,,,,,,,,,,,,,
94589,Pacific Gas & Electric Company,PGE,IOU,3,Vallejo,Solano County,S,9.8,9.7,9501,0.998986014,,,,,,,,,,,,,,,
94590,Pacific Gas & Electric Company,PGE,IOU,3,Vallejo,Solano County,S,9.8,11,9501,1,,,,,,,,,,,,,,,
94591,Pacific Gas & Electric Company,PGE,IOU,12,Vallejo,Solano County,S,15,10.2,9501,0.914871302,,,,,,,,,,,,,,,
94592,Pacific Gas & Electric Company,PGE,IOU,3,Vallejo,Solano County,S,15,10.2,9501,0.998849262,,,,,,,,,,,,,,,
94595,Pacific Gas & Electric Company,PGE,IOU,12,Walnut Creek,Contra Costa County,X,9.8,9.7,1312,0.999104574,,,,,,,,,,,,,,,
94596,Pacific Gas & Electric Company,PGE,IOU,12,Walnut Creek,Contra Costa County,X,9.8,9.7,1313,0.992403446,,,,,,,,,,,,,,,
94597,Pacific Gas & Electric Company,PGE,IOU,12,Walnut Creek,Contra Costa County,X,9.8,9.7,1312,0.719249301,,,,,,,,,,,,,,,
94598,Pacific Gas & Electric Company,PGE,IOU,12,Walnut Creek,Contra Costa County,X,9.8,9.7,1313,1,,,,,,,,,,,,,,,
94599,Pacific Gas & Electric Company,PGE,IOU,2,Yountville,Napa County,P,13.5,11,5500,1,,,,,,,,,,,,,,,
94601,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,11,123,0.660617381,,,,,,,,,,,,,,,
94602,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,112,0.784370589,,,,,,,,,,,,,,,
94603,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,113,0.990224773,,,,,,,,,,,,,,,
94605,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,112,0.626315154,,,,,,,,,,,,,,,
94606,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,123,0.972792612,,,,,,,,,,,,,,,
94607,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,111,0.99764028,,,,,,,,,,,,,,,
94608,Pacific Gas & Electric Company,PGE,IOU,3,Emeryville,Alameda County,X,9.8,9.7,111,0.544096774,,,,,,,,,,,,,,,
94609,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,111,0.618618035,,,,,,,,,,,,,,,
94610,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,112,0.520771614,,,,,,,,,,,,,,,
94611,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,112,0.769009695,,,,,,,,,,,,,,,
94612,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,111,0.999810469,,,,,,,,,,,,,,,
94613,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,113,0.991812853,,,,,,,,,,,,,,,
94618,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,112,0.84615806,,,,,,,,,,,,,,,
94619,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,112,0.705609991,,,,,,,,,,,,,,,
94621,Pacific Gas & Electric Company,PGE,IOU,3,Oakland,Alameda County,X,9.8,9.7,113,0.987696949,,,,,,,,,,,,,,,
94702,Pacific Gas & Electric Company,PGE,IOU,3,Berkeley,Alameda County,X,9.8,9.7,101,0.994986879,,,,,,,,,,,,,,,
94703,Pacific Gas & Electric Company,PGE,IOU,3,Berkeley,Alameda County,X,9.8,9.7,101,0.997113225,,,,,,,,,,,,,,,
94704,Pacific Gas & Electric Company,PGE,IOU,3,Berkeley,Alameda County,X,9.8,9.7,101,0.90742984,,,,,,,,,,,,,,,
94705,Pacific Gas & Electric Company,PGE,IOU,3,Berkeley,Alameda County,X,9.8,9.7,101,0.502133132,,,,,,,,,,,,,,,
94706,Pacific Gas & Electric Company,PGE,IOU,3,Albany,Alameda County,X,9.8,9.7,101,0.990909274,,,,,,,,,,,,,,,
94707,Pacific Gas & Electric Company,PGE,IOU,3,Berkeley,Alameda County,X,9.8,9.7,101,0.648922397,,,,,,,,,,,,,,,
94708,Pacific Gas & Electric Company,PGE,IOU,3,Berkeley,Alameda County,X,9.8,9.7,1311,0.462451684,,,,,,,,,,,,,,,
94709,Pacific Gas & Electric Company,PGE,IOU,3,Berkeley,Alameda County,X,9.8,9.7,101,1,,,,,,,,,,,,,,,
94710,Pacific Gas & Electric Company,PGE,IOU,3,Berkeley,Alameda County,X,9.8,9.7,101,0.998740735,,,,,,,,,,,,,,,
94720,Pacific Gas & Electric Company,PGE,IOU,3,Berkeley,Alameda County,X,9.8,9.7,112,0.635964845,,,,,,,,,,,,,,,
94801,Pacific Gas & Electric Company,PGE,IOU,3,Richmond,Contra Costa County,T,6.5,7.5,1301,0.820550677,,,,,,,,,,,,,,,
94803,Pacific Gas & Electric Company,PGE,IOU,3,El Sobrante,Contra Costa County,X,9.8,9.7,1310,0.797698794,,,,,,,,,,,,,,,
94804,Pacific Gas & Electric Company,PGE,IOU,3,Richmond,Contra Costa County,T,6.5,7.5,1301,0.994311671,,,,,,,,,,,,,,,
94805,Pacific Gas & Electric Company,PGE,IOU,3,Richmond,Contra Costa County,T,6.5,7.5,1301,0.596504736,,,,,,,,,,,,,,,
94806,Pacific Gas & Electric Company,PGE,IOU,3,San Pablo,Contra Costa County,X,9.8,9.7,1310,0.624199844,,,,,,,,,,,,,,,
94901,Pacific Gas & Electric Company,PGE,IOU,2,San Rafael,Marin County,P,13.5,11,4104,0.995417236,,,,,,,,,,,,,,,
94903,Pacific Gas & Electric Company,PGE,IOU,2,San Rafael,Marin County,P,13.5,11,4103,0.990791183,,,,,,,,,,,,,,,
94904,Pacific Gas & Electric Company,PGE,IOU,2,Greenbrae,Marin County,P,13.5,11,4104,0.943960156,,,,,,,,,,,,,,,
94920,Pacific Gas & Electric Company,PGE,IOU,3,Belvedere Tiburon,Marin County,T,6.5,7.5,4104,0.999971933,,,,,,,,,,,,,,,
94922,Pacific Gas & Electric Company,PGE,IOU,1,Bodega,Sonoma County,V,7.1,8.1,9704,0.99883879,,,,,,,,,,,,,,,
94923,Pacific Gas & Electric Company,PGE,IOU,1,Bodega Bay,Sonoma County,V,7.1,8.1,9704,0.999405724,,,,,,,,,,,,,,,
94924,Pacific Gas & Electric Company,PGE,IOU,3,Bolinas,Marin County,T,6.5,7.5,4103,1,,,,,,,,,,,,,,,
94925,Pacific Gas & Electric Company,PGE,IOU,3,Corte Madera,Marin County,T,6.5,7.5,4104,1,,,,,,,,,,,,,,,
94928,Pacific Gas & Electric Company,PGE,IOU,2,Rohnert Park,Sonoma County,P,13.5,11,9702,0.9868953,,,,,,,,,,,,,,,
94929,Pacific Gas & Electric Company,PGE,IOU,3,Dillon Beach,Marin County,T,6.5,7.5,4103,1,,,,,,,,,,,,,,,
94930,Pacific Gas & Electric Company,PGE,IOU,2,Fairfax,Marin County,P,13.5,11,4103,0.826422718,,,,,,,,,,,,,,,
94931,Pacific Gas & Electric Company,PGE,IOU,2,Cotati,Sonoma County,P,13.5,11,9702,0.901023411,,,,,,,,,,,,,,,
94933,Pacific Gas & Electric Company,PGE,IOU,3,Forest Knolls,Marin County,T,6.5,7.5,4103,1,,,,,,,,,,,,,,,
94937,Pacific Gas & Electric Company,PGE,IOU,3,Inverness,Marin County,T,6.5,7.5,4103,1,,,,,,,,,,,,,,,
94938,Pacific Gas & Electric Company,PGE,IOU,3,Lagunitas,Marin County,T,6.5,7.5,4103,1,,,,,,,,,,,,,,,
94939,Pacific Gas & Electric Company,PGE,IOU,2,Larkspur,Marin County,P,13.5,11,4104,1,,,,,,,,,,,,,,,
94940,Pacific Gas & Electric Company,PGE,IOU,3,Marshall,Marin County,T,6.5,7.5,4103,1,,,,,,,,,,,,,,,
94941,Pacific Gas & Electric Company,PGE,IOU,3,Mill Valley,Marin County,T,6.5,7.5,4103,0.577432978,,,,,,,,,,,,,,,
94945,Pacific Gas & Electric Company,PGE,IOU,2,Novato,Marin County,P,13.5,11,4103,0.996292887,,,,,,,,,,,,,,,
94946,Pacific Gas & Electric Company,PGE,IOU,2,Nicasio,Marin County,P,13.5,11,4103,0.999912119,,,,,,,,,,,,,,,
94947,Pacific Gas & Electric Company,PGE,IOU,2,Novato,Marin County,P,13.5,11,4103,1,,,,,,,,,,,,,,,
94949,Pacific Gas & Electric Company,PGE,IOU,2,Novato,Marin County,P,13.5,11,4103,1,,,,,,,,,,,,,,,
94951,Pacific Gas & Electric Company,PGE,IOU,2,Penngrove,Sonoma County,P,13.5,11,9702,0.92507176,,,,,,,,,,,,,,,
94952,Pacific Gas & Electric Company,PGE,IOU,2,Petaluma,Sonoma County,P,13.5,11,4103,0.591032503,,,,,,,,,,,,,,,
94954,Pacific Gas & Electric Company,PGE,IOU,2,Petaluma,Sonoma County,P,13.5,11,9702,0.998704077,,,,,,,,,,,,,,,
94956,Pacific Gas & Electric Company,PGE,IOU,3,Point Reyes Station,Marin County,T,6.5,7.5,4103,1,,,,,,,,,,,,,,,
94957,Pacific Gas & Electric Company,PGE,IOU,2,Ross,Marin County,P,13.5,11,4104,0.996113162,,,,,,,,,,,,,,,
94960,Pacific Gas & Electric Company,PGE,IOU,2,San Anselmo,Marin County,P,13.5,11,4104,0.976808595,,,,,,,,,,,,,,,
94963,Pacific Gas & Electric Company,PGE,IOU,2,San Geronimo,Marin County,P,13.5,11,4103,1,,,,,,,,,,,,,,,
94964,Pacific Gas & Electric Company,PGE,IOU,2,San Quentin,Marin County,P,13.5,11,4104,1,,,,,,,,,,,,,,,
94965,Pacific Gas & Electric Company,PGE,IOU,3,Sausalito,Marin County,T,6.5,7.5,4103,0.812827027,,,,,,,,,,,,,,,
94970,Pacific Gas & Electric Company,PGE,IOU,3,Stinson Beach,Marin County,T,6.5,7.5,4103,1,,,,,,,,,,,,,,,
94971,Pacific Gas & Electric Company,PGE,IOU,3,Tomales,Marin County,T,6.5,7.5,4103,1,,,,,,,,,,,,,,,
94972,Pacific Gas & Electric Company,PGE,IOU,2,Valley Ford,Sonoma County,P,13.5,11,9704,0.977297815,,,,,,,,,,,,,,,
94973,Pacific Gas & Electric Company,PGE,IOU,2,Woodacre,Marin County,P,13.5,11,4103,0.999151547,,,,,,,,,,,,,,,
95002,Pacific Gas & Electric Company,PGE,IOU,4,Alviso,Santa Clara County,X,9.8,9.7,8519,0.999834249,,,,,,,,,,,,,,,
95003,Pacific Gas & Electric Company,PGE,IOU,3,Aptos,Santa Cruz County,T,6.5,7.5,8701,0.879715738,,,,,,,,,,,,,,,
95004,Pacific Gas & Electric Company,PGE,IOU,4,Aromas,Monterey County,X,9.8,9.7,5303,0.480541796,,,,,,,,,,,,,,,
95005,Pacific Gas & Electric Company,PGE,IOU,3,Ben Lomond,Santa Cruz County,Q,9.8,11,8701,1,,,,,,,,,,,,,,,
95006,Pacific Gas & Electric Company,PGE,IOU,3,Boulder Creek,Santa Cruz County,Q,9.8,11,8701,0.999741855,,,,,,,,,,,,,,,
95007,Pacific Gas & Electric Company,PGE,IOU,3,Brookdale,Santa Cruz County,Q,9.8,11,8701,1,,,,,,,,,,,,,,,
95008,Pacific Gas & Electric Company,PGE,IOU,4,Campbell,Santa Clara County,X,9.8,9.7,8508,0.890613576,,,,,,,,,,,,,,,
95010,Pacific Gas & Electric Company,PGE,IOU,3,Capitola,Santa Cruz County,T,6.5,7.5,8702,1,,,,,,,,,,,,,,,
95012,Pacific Gas & Electric Company,PGE,IOU,3,Castroville,Monterey County,T,6.5,7.5,5301,1,,,,,,,,,,,,,,,
95013,Pacific Gas & Electric Company,PGE,IOU,4,Coyote,Santa Clara County,X,9.8,9.7,8506,0.978375287,,,,,,,,,,,,,,,
95014,Pacific Gas & Electric Company,PGE,IOU,4,Cupertino,Santa Clara County,X,9.8,9.7,8515,0.643145452,,,,,,,,,,,,,,,
95017,Pacific Gas & Electric Company,PGE,IOU,3,Davenport,Santa Cruz County,T,6.5,7.5,8701,1,,,,,,,,,,,,,,,
95018,Pacific Gas & Electric Company,PGE,IOU,3,Felton,Santa Cruz County,Q,9.8,11,8701,1,,,,,,,,,,,,,,,
95019,Pacific Gas & Electric Company,PGE,IOU,3,Freedom,Santa Cruz County,Q,9.8,11,8701,1,,,,,,,,,,,,,,,
95020,Pacific Gas & Electric Company,PGE,IOU,4,Gilroy,Santa Clara County,X,9.8,9.7,8506,0.999084408,,,,,,,,,,,,,,,
95023,Pacific Gas & Electric Company,PGE,IOU,4,Hollister,San Benito County,X,9.8,9.7,5303,0.752256428,,,,,,,,,,,,,,,
95030,Pacific Gas & Electric Company,PGE,IOU,4,Los Gatos,Santa Clara County,X,9.8,9.7,8507,1,,,,,,,,,,,,,,,
95032,Pacific Gas & Electric Company,PGE,IOU,4,Los Gatos,Santa Clara County,X,9.8,9.7,8507,0.970431045,,,,,,,,,,,,,,,
95033,Pacific Gas & Electric Company,PGE,IOU,4,Los Gatos,Santa Cruz County,Q,9.8,11,8701,0.500957381,,,,,,,,,,,,,,,
95035,Pacific Gas & Electric Company,PGE,IOU,4,Milpitas,Santa Clara County,X,9.8,9.7,8506,0.588799697,,,,,,,,,,,,,,,
95037,Pacific Gas & Electric Company,PGE,IOU,4,Morgan Hill,Santa Clara County,X,9.8,9.7,8506,0.999259028,,,,,,,,,,,,,,,
95039,Pacific Gas & Electric Company,PGE,IOU,3,Moss Landing,Monterey County,T,6.5,7.5,5301,0.997819349,,,,,,,,,,,,,,,
95041,Pacific Gas & Electric Company,PGE,IOU,3,Mount Hermon,Santa Cruz County,Q,9.8,11,8701,1,,,,,,,,,,,,,,,
95043,Pacific Gas & Electric Company,PGE,IOU,4,Paicines,San Benito County,X,9.8,9.7,5303,0.999776424,,,,,,,,,,,,,,,
95045,Pacific Gas & Electric Company,PGE,IOU,4,San Juan Bautista,San Benito County,X,9.8,9.7,5303,0.999180745,,,,,,,,,,,,,,,
95046,Pacific Gas & Electric Company,PGE,IOU,4,San Martin,Santa Clara County,X,9.8,9.7,8506,1,,,,,,,,,,,,,,,
95050,Pacific Gas & Electric Company,PGE,IOU,4,Santa Clara,Santa Clara County,X,9.8,9.7,8517,0.959572972,,,,,,,,,,,,,,,
95051,Pacific Gas & Electric Company,PGE,IOU,4,Santa Clara,Santa Clara County,X,9.8,9.7,8517,0.831097134,,,,,,,,,,,,,,,
95053,Power and Water Resource Pooling Authority,NA,POU,4,Santa Clara,Santa Clara County,NA,NA,NA,8517,1,,,,,,,,,,,,,,,
95054,Pacific Gas & Electric Company,PGE,IOU,4,Santa Clara,Santa Clara County,X,9.8,9.7,8517,0.989992556,,,,,,,,,,,,,,,
95060,Pacific Gas & Electric Company,PGE,IOU,3,Santa Cruz,Santa Cruz County,T,6.5,7.5,8701,0.90683357,,,,,,,,,,,,,,,
95062,Pacific Gas & Electric Company,PGE,IOU,3,Santa Cruz,Santa Cruz County,T,6.5,7.5,8702,0.996024394,,,,,,,,,,,,,,,
95064,Pacific Gas & Electric Company,PGE,IOU,3,Santa Cruz,Santa Cruz County,T,6.5,7.5,8702,0.640077704,,,,,,,,,,,,,,,
95065,Pacific Gas & Electric Company,PGE,IOU,3,Santa Cruz,Santa Cruz County,T,6.5,7.5,8701,0.869739203,,,,,,,,,,,,,,,
95066,Pacific Gas & Electric Company,PGE,IOU,3,Scotts Valley,Santa Cruz County,T,6.5,7.5,8701,1,,,,,,,,,,,,,,,
95070,Pacific Gas & Electric Company,PGE,IOU,4,Saratoga,Santa Clara County,X,9.8,9.7,8507,0.610084166,,,,,,,,,,,,,,,
95073,Pacific Gas & Electric Company,PGE,IOU,3,Soquel,Santa Cruz County,T,6.5,7.5,8701,0.959658023,,,,,,,,,,,,,,,
95075,Pacific Gas & Electric Company,PGE,IOU,4,Tres Pinos,San Benito County,X,9.8,9.7,5303,1,,,,,,,,,,,,,,,
95076,Pacific Gas & Electric Company,PGE,IOU,3,Watsonville,Santa Cruz County,T,6.5,7.5,8701,0.613245121,,,,,,,,,,,,,,,
95110,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8519,0.886761778,,,,,,,,,,,,,,,
95111,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8520,0.595746678,,,,,,,,,,,,,,,
95112,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8519,0.600875947,,,,,,,,,,,,,,,
95113,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8519,1,,,,,,,,,,,,,,,
95116,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8521,0.675060356,,,,,,,,,,,,,,,
95117,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8508,0.992841981,,,,,,,,,,,,,,,
95118,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8511,0.688433158,,,,,,,,,,,,,,,
95119,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8512,0.994574129,,,,,,,,,,,,,,,
95120,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8512,0.977494337,,,,,,,,,,,,,,,
95121,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8520,0.633497469,,,,,,,,,,,,,,,
95122,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8521,0.659904485,,,,,,,,,,,,,,,
95123,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8512,0.763003578,,,,,,,,,,,,,,,
95124,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8511,0.60170576,,,,,,,,,,,,,,,
95125,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8510,0.921878317,,,,,,,,,,,,,,,
95126,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8519,0.790845499,,,,,,,,,,,,,,,
95127,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8505,0.732129101,,,,,,,,,,,,,,,
95128,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8519,0.630189772,,,,,,,,,,,,,,,
95129,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8508,0.973514143,,,,,,,,,,,,,,,
95130,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8508,0.99613399,,,,,,,,,,,,,,,
95131,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8521,0.676621267,,,,,,,,,,,,,,,
95132,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8505,0.466872253,,,,,,,,,,,,,,,
95133,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8521,0.684406962,,,,,,,,,,,,,,,
95134,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8519,0.996649384,,,,,,,,,,,,,,,
95135,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8506,0.586213706,,,,,,,,,,,,,,,
95136,Pacific Gas & Electric Company,PGE,IOU,4,San Jose,Santa Clara County,X,9.8,9.7,8511,0.705903377,,,,,,,,,,,,,,,
